region,district_id,name,year,uganda_anc4_coverage_value,uganda_dpt3_coverage_value,uganda_health_funding_value,uganda_health_posts_value,uganda_leaving_exam_perf_rate_value,uganda_overall_health_value,uganda_poverty_headcount_value,uganda_primary_enrol_value,uganda_primary_pupil_classroom_ratio_value,uganda_primary_pupil_stance_ratio_value,uganda_primary_sit_write_value,uganda_secondary_enrol_value,uganda_total_pop_value,educ.per.cap.ave,School.attendance,health.per.cap.ave,Child.mortality,MPI.of.the.region,need.vs.resources,MPI.pop.2016,Country.x,Country.y,Health.Gov.Z,Educ.Gov.Z,MPI.Z,School.Attend.Z,Child.Mortality.Z,National.Pov.Z,Exam.Score.Z,Health.Outcome.Index.z,Primary.Enroll.z,Secondary.Enroll.z,Antenatal.Coverage.z,Tetanus.Vaccine.Coverage.z,Pupil.classroom.ratio.z,Pupil.sit.write.z,Pupil.toilet.z,pop.z,SubRegion,health_edu.per.cap.ave
PADER,d312,Pader,2014,24.1,73.1,7.28777851,80,50,63.2,67.89,125,67,51,58.1,37,178004,13.4179327994873,0.192231562683529,6.13139205904632,0.0555206769061376,0.153371643840991,,196034.475842264,Uganda,Uganda,0.486556933644405,0.722345717159815,-0.0165596067595512,0.368573727655728,-0.392676942959852,1.2777990459104,-0.60274169148065,-1.20787072862445,0.559311854945956,0.721267365871417,-0.634368645566807,-0.821758667061704,0.0949710667082707,-0.75445708460806,-0.311523509912677,-0.520349037240735,Acholi,19.5493248585336
PALLISA,d210,Pallisa,2014,25.4,89.5,4.557507542,66,45,75.3,47.92,126,68,57,68.7,19,386890,9.53259438558947,0.0899004740152268,4.32645514975715,0.0373579509058546,0.119385226609781,,574838.44915431,Uganda,Uganda,-0.134344987140149,-0.527210970455774,-0.323345710874112,-0.39338041414537,-0.872932074109288,0.302679984173379,-1.15698692502608,0.385380596499022,0.586301483448303,-0.513091725467103,-0.527995186169678,-0.169944390748305,0.138743739429778,0.184915176374309,0.0176334062214721,0.307894202797988,Bukedi,13.8590495353466
RAKAI,d110,Rakai,2014,44,106.8,5.750475625,60,56,77.5,24.25,97,59,45,81.5,23,516309,12.5196468647489,0.0910122274093407,5.42254135670441,0.0948969829544685,0.161521443824698,,554880.35243103,Uganda,Uganda,0.136952690947811,0.433449596006415,0.0570064113736689,-0.385102332534685,0.648503385649786,-0.85310710602769,0.0623525887738603,0.675062655612381,-0.196397743119756,-0.238789705169654,0.993963540589243,0.517640181216438,-0.255210315063789,1.31925149152283,-0.640680426046826,0.821046888389993,Buganda,17.9421882214533
RUBIRIZI,d425,Rubirizi,2014,39.5,74.9,3.167936559,46,74,70.2,20.5,82,45,39,77,20,129149,11.2413163327411,0.188716941758258,4.71202286516285,0.114241651074798,0.207627396337575,,130950.932658234,Uganda,Uganda,-0.450352922807867,0.0223280165991119,0.473192249724624,0.342403968243205,1.16001119152796,-1.03621659433584,2.05763542953739,-0.286155085991036,-0.601242170654959,-0.444516220392741,0.625747719599182,-0.750218075759013,-0.868027733164893,0.920461380728428,-0.969837342180974,-0.714061509556217,Ankole,15.953339197904
RUKUNGIRI,d412,Rukungiri,2014,45.9,93.8,0,83,70,84,28.06,84,34,32,82,18,314694,16.55172630896,0.0734423522087219,4.95617738152962,0.0580513301147429,0.0788034670136247,,336255.302265436,Uganda,Uganda,-1.1707861389467,1.73019940201799,-0.689666168835937,-0.515927083392502,-0.325761922132387,-0.667067865906606,1.61423924270105,1.53094146662912,-0.547262913650265,-0.581667230541465,1.14943244278505,0.000958132919232069,-1.34952713310147,1.36356150383332,-1.35385374433748,0.0216335201393337,Kigezi,21.5079036904896
SERERE,d232,Serere,2014,20.5,103.5,3.010677416,57,43,58.4,49.95,125,69,79,45.3,11,285903,9.46083085771315,0.11349387044637,3.13038763641549,0.0395671117327589,0.110165874989275,,263991.178228162,Uganda,Uganda,-0.486115858096725,-0.550290709369631,-0.406566279458199,-0.217704709295439,-0.814517889881734,0.401803253844193,-1.37868501844425,-1.83990431214451,0.559311854945956,-1.061695766062,-0.928941302358856,0.38648243049484,0.182516412151286,-1.88879339975658,1.22454209871335,-0.0925242076354089,Teso,12.5912184941286
SHEEMA,d426,Sheema,2014,33,54.3,0,64,69,78.6,13,88,49,41,72.2,6,207343,19.0735632169252,0.0391010189922484,7.6477479070587,0.0612936430678036,0.0574853759425006,,280268.989837561,Uganda,Uganda,-1.1707861389467,2.5412428267431,-0.882098753370436,-0.771631595284096,-0.240029338131757,-1.40243557095215,1.50339019599197,0.81990368516906,-0.439304399640878,-1.40457329143381,0.0938804226135374,-1.56896039844536,-0.692937042278863,0.495085262547733,-0.860118370136258,-0.404018462575626,Ankole,26.7213111239839
SIRONKO,d215,Sironko,2014,15.3,82.1,5.581698435,46,46,66.9,32.24,123,63,75,73.6,19,242422,12.6192756269127,0.0421923957197447,4.26474244202143,0.0765194260136639,0.121601040240088,,445364.206078329,Uganda,Uganda,0.0985703901857793,0.465491022718521,-0.303344166537701,-0.748613299162783,0.16256773817733,-0.462961822939117,-1.04613787831699,-0.720678174661074,0.505332597941263,-0.513091725467103,-1.35443513994737,-0.464055710548253,-0.0801196241777589,0.619153297017102,1.00510415462392,-0.264928506248642,Bugisu,16.8840180689341
SOROTI,d211,Soroti,2014,50.4,103.5,4.364898016,70,55,66.6,46.47,93,61,51,63.4,16,296833,11.3210437895701,0.0860034706124668,8.69888768075009,0.0212352399002753,0.0518929521561046,,449220.112836772,Uganda,Uganda,-0.178147095449716,0.0479690203559289,-0.932580035181174,-0.422397381735453,-1.29924554095057,0.231877648694226,-0.0484964579352247,-0.760180273631079,-0.304356257129144,-0.71881824069019,1.51764826377511,0.38648243049484,-0.167664969620774,-0.284770954116876,-0.311523509912677,-0.0491862213001675,Teso,20.0199314703202
TORORO,d212,Tororo,2014,27,98.2,4.387522194,55,48,72.1,34.67,138,80,67,62.7,7,517082,11.1203955112674,0.0747225969121129,4.56039195581147,0.0386870469564531,0.103179519407517,,918560.228704039,Uganda,Uganda,-0.173002039980492,-0.0165611109486861,-0.469630202798678,-0.50639442067033,-0.837788384881116,-0.344306874515432,-0.82443978489882,-0.0359751258476822,0.910177025476466,-1.33599778635945,-0.397074005373211,0.175835133881364,0.664015812087867,-0.34680497135156,0.566228266445054,0.824111871321113,Bukedi,15.6807874670789
WAKISO,d113,Wakiso,2014,23,97.5,1.845462264,69,70,70.3,13.06,75,39,34,79.4,17,1997418,4.37522018442048,0.0395800634325086,1.42619486470103,0.024702494032522,0.00598519358813495,,2123061.29710098,Uganda,Uganda,-0.751102130332568,-2.18586479596429,-1.34697683093303,-0.768064645101966,-1.20756510773891,-1.39950581913922,1.61423924270105,-0.272987719667703,-0.790169570171387,-0.650242735615827,-0.724376957364377,0.148013792819206,-1.13066376949394,1.13314943981878,-1.24413477229277,6.69371675142779,Buganda,5.80141504912151
YUMBE,d313,Yumbe,2014,24.5,68.2,4.170847249,76,49,63.8,62.93,49,85,68,63.1,9,484822,6.82435827053035,0.281275108768928,3.08839170841838,0.0385006056766211,0.27073442895997,,355482.619185341,Uganda,Uganda,-0.22227696218169,-1.39820190836463,1.04284219395812,1.03158923568328,-0.842718227532268,1.03560622937482,-0.713590738189735,-1.12886653068444,-1.49189991123241,-1.19884677621073,-0.60163835036769,-1.0165080544968,0.882879175695404,-0.311356961503169,0.621087752467412,0.696199388322495,West Nile,9.91274997894873
ZOMBO,d330,Zombo,2014,42.5,102,3.565472289,82,54,77.5,52.94,123,97,89,53,11,240082,8.42739350583487,0.341705996866426,3.21717850648939,0.20728123121467,0.37314804312758,,230248.729959771,Uganda,Uganda,-0.359947720822256,-0.88265263430573,1.96730191223406,1.48155577154082,3.62014497108651,0.547802552521895,-0.15934550464431,0.675062655612381,0.505332597941263,-1.061695766062,0.871224933592556,0.326865271075931,1.40815124835349,-1.20641921017505,1.77313695893693,-0.274206721072472,West Nile,11.6445720123243
